id,battery_power,blue,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,mobile_wt_zscore,ram_zscore,new mobile_wt,new ram,,,,
1499,881,0,1,0,1,0,64,0.5,160,3,6,115,636,2110,18,9,6,1,1,1,1,0.559408125,-0.024660065,160,2110,,,,
1500,1742,1,0.5,1,5,1,43,0.9,176,3,7,356,1407,1921,9,2,3,1,1,0,2,1.011719122,-0.061437338,176,1921,,,,
1501,1225,0,0.7,1,6,0,60,0.1,107,2,15,10,1567,2423,17,11,6,1,0,0,2,-0.938872049,0.036246212,107,2423,,,,
1502,1970,1,0.5,1,0,1,15,1,132,2,0,1399,1684,1658,15,9,20,1,1,1,2,-0.232136118,-0.112614178,132,1658,,,,
1503,1186,1,0.5,1,2,0,21,0.4,160,8,4,68,584,2361,17,8,7,1,0,0,1,0.559408125,0.024181709,160,2361,,,,
1504,1762,0,0.7,0,7,0,60,0.1,157,4,10,643,790,1380,14,5,14,1,0,0,1,0.474599814,-0.166709849,157,1380,,,,
1505,1731,1,1.4,1,4,1,4,0.5,163,6,18,809,1988,3892,5,1,4,1,1,1,3,0.644216437,0.322097077,163,3892,,,,
1506,852,0,1.8,1,5,1,8,0.8,160,5,9,683,1349,315,7,6,20,1,0,0,0,0.559408125,-0.373946861,160,315,,,,
1507,848,1,1.5,1,4,1,36,0.3,151,4,16,56,527,2289,10,2,19,1,1,1,1,0.30498319,0.01017132,151,2289,,,,
1508,1575,0,2.5,1,0,1,11,0.2,185,7,20,492,818,2182,7,3,17,1,1,0,2,1.266144057,-0.010649676,185,2182,,,,
1509,1554,0,2.8,1,7,0,23,0.1,105,6,18,699,1492,2184,13,9,20,1,0,1,2,-0.995410924,-0.010260498,105,2184,,,,
1510,1972,1,1.6,0,0,0,48,0.5,92,8,2,290,804,2872,7,2,11,1,0,1,3,-1.362913608,0.123616558,92,2872,,,,
1511,827,1,0.6,1,9,1,35,0.2,87,6,17,23,826,2367,5,3,15,1,0,1,1,-1.504260794,0.025349242,87,2367,,,,
1512,1063,0,1.5,0,7,0,3,0.9,155,4,10,394,849,1919,12,10,20,1,1,0,1,0.418060939,-0.061826515,155,1919,,,,
1513,1695,0,2.3,1,1,0,34,0.4,84,5,10,713,1742,3296,17,6,14,0,0,0,3,-1.589069106,0.206122185,84,3296,,,,
1514,1343,0,2.4,1,5,1,14,0.9,81,8,10,1063,1205,462,18,7,11,1,1,1,0,-1.673877418,-0.345342316,81,462,,,,
1515,834,0,0.5,0,2,1,27,0.2,123,1,16,1421,1463,1591,11,9,20,1,1,0,1,-0.486561053,-0.125651624,123,1591,,,,
1516,595,0,2.6,0,0,1,20,0.4,122,2,18,623,816,1593,19,11,2,1,0,1,0,-0.51483049,-0.125262446,122,1593,,,,
1517,1081,1,1.9,1,13,1,42,0.1,101,7,17,83,816,2456,7,4,7,1,0,0,1,-1.108488673,0.04266764,101,2456,,,,
1518,911,0,1.4,1,3,0,14,0.7,199,4,4,1563,1692,2933,16,3,11,0,1,0,3,1.661916179,0.135486471,199,2933,,,,
1519,844,0,2.2,1,1,1,22,0.9,197,7,2,777,1995,3154,14,11,7,1,0,0,3,1.605377304,0.178490584,197,3154,,,,
1520,1335,1,3,0,3,0,60,0.8,180,2,4,83,559,3615,5,2,9,1,0,0,3,1.124796871,0.268195995,180,3615,,,,
1521,1883,0,1.6,0,9,0,24,0.1,87,1,16,203,915,3563,17,10,3,0,0,0,3,-1.504260794,0.25807738,87,3563,,,,
1522,1128,1,0.5,1,6,0,33,0.6,147,8,7,938,1226,1440,17,15,19,1,0,0,1,0.191905441,-0.155034524,147,1440,,,,
1523,826,1,2.4,1,14,1,57,0.6,117,2,17,1077,1183,1907,15,14,5,1,0,0,1,-0.656177677,-0.06416158,117,1907,,,,
1524,1650,0,2.3,0,0,1,38,0.7,89,1,1,773,881,324,14,10,2,1,1,1,0,-1.44772192,-0.372195562,89,324,,,,
1525,1162,0,1,0,0,0,50,0.5,104,4,10,332,866,1404,10,3,15,1,1,1,1,-1.023680361,-0.162039719,104,1404,,,,
1526,1517,0,2.5,0,2,1,8,0.8,169,4,18,570,1645,2738,18,16,12,1,0,0,2,0.813833061,0.097541666,169,2738,,,,
1527,963,0,0.5,0,1,1,60,0.8,156,3,3,742,821,2722,12,6,16,1,0,0,2,0.446330376,0.094428246,156,2722,,,,
1528,1837,0,1,1,5,1,12,0.9,103,8,6,1420,1539,2294,8,7,20,1,0,1,3,-1.051949798,0.011144264,103,2294,,,,
1530,1831,1,2.2,1,4,0,55,1,189,8,9,1693,1790,1133,14,3,10,0,1,0,1,1.379221806,-0.214773268,189,1133,,,,
1531,571,1,2,1,5,1,58,0.6,101,6,11,31,1536,555,19,10,11,1,0,1,0,-1.108488673,-0.327245563,101,555,,,,
1532,1770,1,2.3,0,0,0,9,0.6,183,6,5,1098,1373,3785,13,10,14,1,0,1,3,1.209605182,0.301276081,183,3785,,,,
1533,970,1,1.3,1,5,0,59,0.2,84,7,19,1765,1786,3675,12,0,12,0,0,0,3,-1.589069106,0.279871319,84,3675,,,,
1534,642,1,0.5,0,0,1,38,0.8,86,5,10,887,1775,435,9,2,2,1,1,0,0,-1.532530232,-0.350596212,86,435,,,,
1535,622,1,1.9,1,12,0,11,0.8,193,8,14,760,1964,3183,5,0,4,1,1,1,2,1.492299555,0.184133657,193,3183,,,,
1536,600,1,1.8,0,9,1,6,0.8,199,2,15,486,1032,3495,17,4,7,1,1,0,2,1.661916179,0.244845345,199,3495,,,,
1537,1412,0,0.6,0,9,0,57,0.2,86,3,10,2,660,1853,15,10,18,0,0,1,1,-1.532530232,-0.074669373,86,1853,,,,
1538,733,0,0.8,0,7,0,16,0.4,138,4,12,202,1787,2648,12,0,19,1,1,0,2,-0.062519494,0.080028679,138,2648,,,,
1539,1070,1,3,0,9,0,19,0.8,160,7,16,90,1614,2647,14,13,20,0,1,0,2,0.559408125,0.07983409,160,2647,,,,
1540,875,1,0.7,1,1,0,30,0.7,146,8,8,469,853,702,19,15,15,1,1,1,0,0.163636004,-0.298641017,146,702,,,,
1541,1994,1,0.7,0,5,0,5,0.4,189,2,7,86,1546,1836,12,11,18,1,0,0,2,1.379221806,-0.077977381,189,1836,,,,
1542,823,0,1,1,9,1,18,0.2,182,5,16,1180,1350,3894,13,10,9,1,1,0,3,1.181335745,0.322486254,182,3894,,,,
1543,1908,0,0.5,0,9,1,30,1,111,2,19,140,1046,2944,19,17,17,1,0,1,3,-0.8257943,0.137626947,111,2944,,,,
1544,790,0,0.5,1,7,1,44,0.1,89,8,8,1100,1437,3424,13,11,9,1,1,0,3,-1.44772192,0.231029545,89,3424,,,,
1545,1330,1,1.8,1,1,0,40,0.5,177,1,5,194,892,2678,9,4,14,1,1,1,2,1.039988559,0.085866341,177,2678,,,,
1546,1660,0,0.5,0,2,1,15,0.7,100,8,8,440,569,2424,12,5,9,1,1,0,2,-1.13675811,0.0364408,100,2424,,,,
1547,1776,0,2.2,0,2,0,20,0.9,82,6,16,1563,1803,2671,15,10,12,0,1,1,3,-1.645607981,0.08450422,82,2671,,,,
1548,1611,0,0.5,1,4,1,27,0.9,199,1,10,163,1011,3078,15,2,6,1,0,1,2,1.661916179,0.163701839,199,3078,,,,
1549,1410,1,0.5,1,0,1,15,0.3,92,3,1,192,1311,2304,18,4,18,1,1,0,2,-1.362913608,0.013090151,92,2304,,,,
1550,1772,1,1.6,0,17,1,45,0.5,159,2,18,837,1405,1146,6,1,17,1,1,0,1,0.531138688,-0.212243615,159,1146,,,,
1551,1280,1,1.3,0,0,1,39,1,108,7,1,356,588,2335,6,4,2,1,0,1,1,-0.910602612,0.019122402,108,2335,,,,
1552,1712,1,0.9,1,2,0,23,1,155,7,19,155,663,1422,5,0,15,1,1,0,1,0.418060939,-0.158537121,155,1422,,,,
1553,1562,1,0.7,0,0,0,55,0.1,140,8,1,1032,1776,2096,15,3,3,0,0,0,2,-0.00598062,-0.027384308,140,2096,,,,
1554,891,0,1.9,1,1,1,18,0.1,153,6,3,40,1435,1303,17,16,4,1,1,1,0,0.361522065,-0.181693182,153,1303,,,,
1555,1957,0,1.2,1,18,1,36,0.8,151,2,19,1194,1727,1115,16,2,18,1,0,1,1,0.30498319,-0.218275866,151,1115,,,,
1556,1110,0,0.6,0,1,0,42,0.9,192,5,2,1179,1262,456,12,8,18,1,1,0,0,1.464030118,-0.346509848,192,456,,,,
1557,875,1,1.4,1,1,1,43,0.6,104,8,3,902,969,3396,14,2,18,1,0,0,3,-1.023680361,0.22558106,104,3396,,,,
1558,1211,1,1.2,0,0,0,28,0.3,130,2,3,58,963,2750,6,1,14,0,1,0,2,-0.288674992,0.099876731,130,2750,,,,
1559,769,0,0.5,1,12,1,54,0.2,112,4,19,1385,1780,941,15,8,20,1,0,1,0,-0.797524863,-0.252134307,112,941,,,,
1560,671,0,2.9,0,7,1,2,0.1,95,6,19,614,1617,2278,13,4,2,1,0,0,2,-1.278105296,0.008030844,95,2278,,,,
1561,1872,0,0.5,0,5,1,26,0.5,172,4,10,672,1088,2273,8,4,8,1,0,1,2,0.898641373,0.0070579,172,2273,,,,
1562,1076,0,2.3,1,0,1,14,0.7,191,5,0,1088,1718,2355,17,16,2,1,1,1,2,1.43576068,0.023014177,191,2355,,,,
1563,1325,0,1.9,0,2,0,50,0.1,146,1,10,499,695,2328,17,10,2,1,0,0,2,0.163636004,0.017760281,146,2328,,,,
1564,911,1,2.2,1,1,1,28,0.5,182,2,2,157,763,2638,8,4,13,1,1,1,1,1.181335745,0.078082792,182,2638,,,,
1565,1273,1,0.7,0,1,0,23,0.6,178,6,14,485,1399,558,8,5,13,1,0,0,0,1.068257996,-0.326661796,178,558,,,,
1566,1062,0,0.5,0,3,1,39,0.9,124,4,4,571,817,1345,16,0,11,1,0,1,0,-0.458291616,-0.173520455,124,1345,,,,
1567,1317,0,1.5,0,6,0,12,0.1,154,2,9,431,542,425,7,0,11,1,1,1,0,0.389791502,-0.352542099,154,425,,,,
1568,940,0,2.9,0,0,0,16,0.7,115,4,1,499,1090,2192,15,13,9,1,1,1,1,-0.712716551,-0.008703788,115,2192,,,,
1569,729,1,2,0,0,0,14,0.6,135,6,2,563,1055,3397,19,15,17,1,0,1,2,-0.147327806,0.225775648,135,3397,,,,
1570,1494,0,2.4,0,6,1,3,0.9,93,7,17,944,1003,1208,14,13,17,1,1,0,1,-1.334644171,-0.200179113,93,1208,,,,
1571,1546,1,1.6,1,2,1,27,0.7,124,2,6,1138,1491,267,12,10,16,1,1,0,0,-0.458291616,-0.383287121,124,267,,,,
1572,1253,0,0.7,0,0,1,34,0.9,113,4,10,161,647,3518,7,3,8,1,1,1,3,-0.769255426,0.249320886,113,3518,,,,
1573,895,0,0.5,1,6,0,16,0.3,164,8,14,126,1575,3122,7,0,4,0,0,1,2,0.672485875,0.172263744,164,3122,,,,
1574,793,1,1.9,1,0,1,43,0.3,124,8,2,15,1196,1050,11,9,3,1,1,1,0,-0.458291616,-0.230924134,124,1050,,,,
1575,1628,1,1.8,1,11,0,56,0.1,136,2,13,500,1713,3358,17,11,12,1,1,1,3,-0.119058369,0.218186687,136,3358,,,,
1576,625,0,2.7,1,2,0,42,0.8,138,8,3,203,1771,2929,10,4,17,1,0,0,2,-0.062519494,0.134708116,138,2929,,,,
1577,1110,0,1.5,0,2,1,12,0.3,153,8,5,961,1950,624,9,7,15,1,0,0,0,0.361522065,-0.313818939,153,624,,,,
1578,999,0,1.7,0,6,0,49,0.6,132,1,17,608,1970,1598,7,0,8,0,1,0,1,-0.232136118,-0.124289502,132,1598,,,,
1579,1856,0,0.5,1,0,1,24,0.1,155,5,1,277,1155,2052,17,6,10,1,1,0,2,0.418060939,-0.035946212,155,2052,,,,
1580,1715,0,2.6,1,9,1,15,0.6,120,6,20,114,1849,1249,16,2,4,1,1,0,1,-0.571369365,-0.192200974,120,1249,,,,
1581,1897,1,1.9,0,2,1,54,0.3,154,2,7,630,738,412,17,11,2,1,0,0,0,0.389791502,-0.355071753,154,412,,,,
1582,1202,1,2.4,1,0,0,19,0.1,122,2,1,404,1742,595,19,0,3,0,0,0,0,-0.51483049,-0.319462013,122,595,,,,
1583,1171,1,1.7,1,2,0,19,0.3,167,7,19,248,755,263,6,5,8,0,0,0,0,0.757294186,-0.384065476,167,263,,,,
1584,964,0,2,0,0,1,22,0.7,86,8,0,225,1234,2577,17,16,5,1,1,0,2,-1.532530232,0.066212878,86,2577,,,,
1585,1973,1,2.4,1,6,0,46,0.1,193,4,10,699,851,639,6,0,3,0,0,1,0,1.492299555,-0.310900108,193,639,,,,
1586,1992,1,0.6,1,11,0,2,0.1,141,1,14,649,895,3206,10,9,10,1,1,0,3,0.022288818,0.188609198,141,3206,,,,
1587,546,1,2.6,1,5,0,26,1,159,5,15,416,1658,1550,7,2,3,0,1,0,1,0.531138688,-0.133629762,159,1550,,,,
1588,1093,0,0.5,0,1,1,31,0.6,171,2,12,1310,1420,1646,12,0,6,1,1,0,1,0.870371935,-0.114949243,171,1646,,,,
1589,1880,1,2,0,11,0,35,0.1,200,4,14,930,1983,1930,17,7,15,0,1,0,2,1.690185616,-0.059686039,200,1930,,,,
1590,1765,0,1.1,0,3,0,11,0.7,87,2,7,835,1175,3695,6,5,18,1,0,0,3,-1.504260794,0.283763094,87,3695,,,,
1591,1640,0,0.5,1,1,1,36,0.9,87,8,11,664,1806,3235,6,1,10,1,0,1,3,-1.504260794,0.194252272,87,3235,,,,
1592,1830,0,0.5,0,0,0,7,0.9,191,6,12,460,1583,2334,8,7,14,0,1,0,2,1.43576068,0.018927813,191,2334,,,,
1593,826,0,0.6,0,3,0,62,0.7,187,4,19,778,1615,1998,17,4,17,0,0,0,1,1.322682931,-0.046454005,187,1998,,,,
1594,1864,0,2.2,0,0,1,7,0.1,142,1,2,225,1545,2258,10,1,10,1,0,0,2,0.050558255,0.004139069,142,2258,,,,
1595,586,1,0.6,0,16,1,42,0.3,121,7,17,785,1118,1869,12,2,7,1,1,1,1,-0.543099928,-0.071555953,121,1869,,,,
1596,1206,0,3,1,10,1,30,0.6,127,3,13,1581,1713,1825,7,1,4,1,0,1,2,-0.373483304,-0.080117857,127,1825,,,,
1597,832,1,0.5,1,1,1,5,0.1,165,5,2,9,1944,3946,12,5,14,1,1,1,3,0.700755312,0.332604869,165,3946,,,,
1598,848,1,2.8,0,1,0,8,0.1,103,7,3,7,1294,436,10,6,15,1,1,1,0,-1.051949798,-0.350401623,103,436,,,,
1599,1851,0,2.9,0,0,0,53,0.7,112,6,2,174,1175,2678,6,0,8,1,0,0,2,-0.797524863,0.085866341,112,2678,,,,
1600,1166,1,0.5,0,7,0,59,0.5,80,1,11,437,638,3887,8,6,7,1,0,1,3,-1.702146855,0.321124133,80,3887,,,,
1601,1776,1,2.1,1,10,0,35,0.1,172,4,16,278,623,1813,16,13,20,1,1,1,1,0.898641373,-0.082452922,172,1813,,,,
1602,1254,1,1.2,0,2,1,27,0.2,134,2,10,1288,1372,817,14,1,16,1,1,1,0,-0.175597243,-0.276263312,134,817,,,,
1603,1494,0,1.6,1,4,1,24,0.2,101,1,17,979,1190,3614,15,12,9,1,0,0,3,-1.108488673,0.268001406,101,3614,,,,
1604,984,1,2.2,1,0,1,39,0.5,119,8,18,56,1931,2013,11,7,16,1,1,0,1,-0.599638802,-0.043535174,119,2013,,,,
1605,1179,1,0.8,0,1,0,5,0.9,154,5,17,913,1429,543,8,7,18,0,0,1,0,0.389791502,-0.329580627,154,543,,,,
1606,513,0,1.9,0,8,0,27,0.4,174,8,13,282,710,3400,16,6,13,0,1,1,2,0.955180247,0.226359415,174,3400,,,,
1607,557,0,0.5,1,3,0,17,0.2,89,6,4,322,710,2623,17,16,16,0,0,0,1,-1.44772192,0.07516396,89,2623,,,,
1608,744,0,1.7,1,0,1,33,0.5,105,4,2,1252,1963,2700,9,3,19,1,0,0,2,-0.995410924,0.090147294,105,2700,,,,
1609,1129,1,0.8,1,9,1,21,0.6,116,2,10,1128,1702,1400,11,0,13,1,1,0,1,-0.684447114,-0.162818074,116,1400,,,,
1610,1148,0,2.3,1,0,1,58,0.3,170,5,20,606,688,3127,10,7,11,1,0,0,2,0.842102498,0.173236688,170,3127,,,,
1611,1793,0,2.7,0,12,1,44,0.7,175,5,17,655,1459,2803,19,9,6,1,1,1,3,0.983449684,0.110189934,175,2803,,,,
1612,1310,0,2.3,1,3,0,15,0.2,150,5,11,954,970,2518,18,17,5,0,1,1,2,0.276713753,0.054732142,150,2518,,,,
1613,1604,0,1.2,0,1,0,6,0.5,191,6,15,68,1042,3564,7,2,2,1,1,0,3,1.43576068,0.258271969,191,3564,,,,
1614,1676,0,1.6,0,2,0,37,0.2,145,1,3,134,1197,2515,14,8,4,1,0,1,2,0.135366567,0.054148376,145,2515,,,,
1615,1001,0,2.8,1,1,0,40,0.2,117,3,7,922,1836,3654,13,9,10,1,1,1,3,-0.656177677,0.275784956,117,3654,,,,
1616,1086,0,2.7,0,0,1,24,0.1,135,8,19,1874,1976,3930,17,1,18,1,1,1,3,-0.147327806,0.329491449,135,3930,,,,
1617,1986,1,0.5,1,7,1,39,0.1,89,7,19,251,599,3476,11,8,17,1,1,0,3,-1.44772192,0.241148159,89,3476,,,,
1618,634,1,0.8,0,5,0,41,0.2,192,1,12,1362,1853,3242,18,11,4,1,0,1,3,1.464030118,0.195614393,192,3242,,,,
1619,502,0,0.8,0,7,0,52,1,82,6,8,281,1159,2666,5,4,20,1,1,0,2,-1.645607981,0.083531276,82,2666,,,,
1620,1641,0,1.1,0,6,0,48,0.7,97,8,7,224,1994,1695,13,6,17,1,0,1,2,-1.221566422,-0.105414394,97,1695,,,,
1621,623,0,1.4,1,0,1,15,0.2,189,3,1,778,844,3510,14,4,18,1,0,1,2,1.379221806,0.247764177,189,3510,,,,
1622,962,1,1.1,1,3,0,17,0.1,161,8,20,546,1424,3438,14,3,20,0,0,0,3,0.587677563,0.233753787,161,3438,,,,
1623,1057,1,2.7,0,3,1,41,0.1,97,4,10,397,891,2033,16,9,2,1,1,0,1,-1.221566422,-0.039643399,97,2033,,,,
1624,1862,0,1.5,0,1,0,62,1,182,1,2,386,1046,1017,11,3,9,1,0,0,1,1.181335745,-0.237345563,182,1017,,,,
1625,555,1,3,1,5,1,38,0.8,193,2,10,214,1970,1686,8,1,8,1,0,1,1,1.492299555,-0.107165693,193,1686,,,,
1626,1000,0,2.7,0,1,1,58,1,135,5,12,461,833,862,7,0,20,1,0,0,0,-0.147327806,-0.267506818,135,862,,,,
1627,841,0,0.5,0,6,1,11,0.3,81,5,14,125,675,957,6,5,11,1,1,0,0,-1.673877418,-0.249020887,81,957,,,,
1628,865,0,2.9,0,5,0,16,0.1,89,4,12,335,1009,3494,13,3,14,0,0,1,3,-1.44772192,0.244650757,89,3494,,,,
1629,999,0,2.6,1,11,1,56,1,165,4,13,342,1641,3083,8,4,11,1,1,1,2,0.700755312,0.164674783,165,3083,,,,
1630,1232,0,1.2,0,12,0,30,0.9,131,6,14,625,761,1656,8,4,15,1,1,1,1,-0.260405555,-0.113003355,131,1656,,,,
1631,1194,0,2.3,0,6,1,34,0.2,165,2,12,494,509,313,15,1,19,1,1,0,0,0.700755312,-0.374336039,165,313,,,,
1632,612,1,0.5,1,1,1,20,0.8,179,8,6,1145,1487,3282,16,2,18,1,1,1,3,1.096527433,0.203397943,179,3282,,,,
1633,1362,1,2.9,0,0,0,47,0.5,186,6,4,600,1042,3629,19,17,5,0,1,1,3,1.294413494,0.270920237,186,3629,,,,
1634,1469,0,1.7,1,11,1,44,0.5,169,2,14,484,711,1687,15,5,5,1,1,1,1,0.813833061,-0.106971104,169,1687,,,,
1635,986,1,0.8,0,13,1,28,0.8,182,4,20,199,679,1149,8,7,18,1,1,0,0,1.181335745,-0.211659848,182,1149,,,,
1636,1843,0,2.8,0,1,1,62,0.8,104,3,7,21,832,3899,5,4,6,1,0,1,3,-1.023680361,0.323459198,104,3899,,,,
1637,1561,0,0.5,1,10,1,4,0.5,134,2,13,885,1811,1783,13,12,10,1,1,0,2,-0.175597243,-0.088290585,134,1783,,,,
1638,1695,1,0.5,1,2,1,47,0.5,189,5,13,308,1208,1629,8,6,11,1,1,0,1,1.379221806,-0.118257251,189,1629,,,,
1639,667,0,2.6,1,3,0,8,0.8,185,1,7,1015,1947,2528,11,8,8,0,1,0,2,1.266144057,0.05667803,185,2528,,,,
1640,1768,1,2,0,0,1,2,0.8,88,7,2,1303,1814,3256,9,6,5,1,1,0,3,-1.475991357,0.198338636,88,3256,,,,
1641,1269,1,2.8,1,16,0,41,1,180,8,17,406,1036,2341,10,9,16,0,0,1,2,1.124796871,0.020289935,180,2341,,,,
1642,1109,1,2.8,1,6,0,57,0.9,151,1,12,124,833,2785,15,10,16,1,0,0,2,0.30498319,0.106687337,151,2785,,,,
1643,936,0,0.5,1,14,1,14,0.1,164,3,17,150,1677,3761,13,1,12,1,0,0,3,0.672485875,0.296605951,164,3761,,,,
1644,1713,1,2,0,9,1,5,0.7,199,6,16,108,1963,1513,15,6,2,1,0,1,1,1.661916179,-0.140829546,199,1513,,,,
1645,1175,1,1.7,1,1,1,45,0.6,167,2,7,90,557,2240,10,6,5,1,1,0,1,0.757294186,0.000636471,167,2240,,,,
1646,1940,1,1,1,0,1,5,0.2,194,4,1,588,1809,820,19,18,3,1,1,1,1,1.520568992,-0.275679545,194,820,,,,
1647,855,1,0.5,0,2,1,59,0.5,159,2,3,1028,1196,1875,16,8,8,1,1,1,1,0.531138688,-0.07038842,159,1875,,,,
1648,771,1,0.5,1,0,1,33,0.1,157,3,17,776,1247,920,16,2,10,1,1,1,0,0.474599814,-0.256220671,157,920,,,,
1649,645,0,2.5,0,10,1,63,1,174,4,14,278,584,3615,18,8,13,1,0,1,2,0.955180247,0.268195995,174,3615,,,,
1650,1307,0,1.8,0,2,0,7,0.6,88,7,3,897,1103,1412,16,9,5,0,0,1,1,-1.475991357,-0.160483009,88,1412,,,,
1651,1948,0,2.9,1,4,0,5,0.2,136,1,13,651,700,361,6,1,10,0,1,0,0,-0.119058369,-0.364995779,136,361,,,,
1652,1509,0,0.6,1,5,0,50,0.3,81,4,8,1010,1684,1540,12,8,3,1,1,0,1,-1.673877418,-0.13557565,81,1540,,,,
1653,626,1,2.8,1,3,1,11,0.8,109,2,9,737,1759,1077,6,1,4,1,0,1,0,-0.882333175,-0.225670238,109,1077,,,,
1654,1190,0,2,1,0,0,40,0.2,93,5,1,1399,1646,3610,13,7,9,0,0,1,3,-1.334644171,0.267223051,93,3610,,,,
1655,1727,1,2.1,1,10,0,57,0.3,158,6,18,376,1288,512,5,2,6,0,0,0,0,0.502869251,-0.335612879,158,512,,,,
1656,1670,1,3,0,14,0,62,0.5,114,8,20,1117,1330,3024,6,0,20,0,0,1,3,-0.740985988,0.153194047,114,3024,,,,
1657,1150,1,0.5,1,4,1,27,1,134,1,17,234,1947,1610,11,0,16,1,0,0,1,-0.175597243,-0.121954437,134,1610,,,,
1658,1208,0,2.9,0,5,1,16,1,175,1,19,691,1028,2201,17,16,12,1,0,0,1,0.983449684,-0.00695249,175,2201,,,,
1659,1812,1,1.3,1,4,1,42,1,162,7,15,380,1550,3338,18,13,11,1,1,1,3,0.615947,0.214294913,162,3338,,,,
1660,770,1,1.5,1,6,0,61,0.2,196,4,9,603,1483,3473,7,3,4,0,0,1,3,1.577107867,0.240564393,196,3473,,,,
1661,1559,1,1.3,1,10,1,10,0.3,114,8,17,117,681,2203,7,5,15,1,1,1,1,-0.740985988,-0.006563312,114,2203,,,,
1662,1902,0,0.5,0,10,0,13,0.2,155,4,11,766,877,940,14,10,15,1,1,0,1,0.418060939,-0.252328896,155,940,,,,
1663,1751,0,2.5,0,1,0,4,0.6,146,8,9,1499,1952,1155,19,14,12,0,1,1,1,0.163636004,-0.210492316,146,1155,,,,
1664,1416,1,1.8,1,0,0,20,0.1,93,4,0,1175,1578,3872,10,2,7,0,0,1,3,-1.334644171,0.318205302,93,3872,,,,
1665,1288,0,0.5,1,3,1,61,0.2,115,6,6,988,1503,1882,16,6,10,1,0,1,2,-0.712716551,-0.069026299,115,1882,,,,
1666,1003,1,2.9,0,16,1,16,0.6,119,8,19,190,1905,1798,16,7,10,1,0,0,1,-0.599638802,-0.085371754,119,1798,,,,
1667,1715,1,0.5,1,1,1,18,0.1,96,6,3,674,1375,2598,17,2,3,1,0,0,3,-1.249835859,0.070299242,96,2598,,,,
1668,1967,0,0.5,0,0,1,46,0.6,199,1,7,518,1374,1567,15,2,7,1,1,0,1,1.661916179,-0.130321753,199,1567,,,,
1669,962,0,1,1,14,0,2,0.9,125,1,20,1618,1916,1491,16,2,14,1,0,0,1,-0.430022178,-0.145110498,125,1491,,,,
1670,1487,0,1.5,0,5,1,42,0.8,120,2,7,857,989,2003,12,4,3,1,0,0,2,-0.571369365,-0.045481061,120,2003,,,,
1671,1569,1,1.6,1,4,1,54,0.9,190,4,6,371,665,3905,6,2,4,1,0,0,3,1.407491243,0.32462673,190,3905,,,,
1672,1146,0,3,0,5,1,57,0.4,111,5,10,73,583,291,19,9,11,1,1,1,0,-0.8257943,-0.378616991,111,291,,,,
1673,1379,1,1.5,0,6,1,9,0.8,118,8,13,98,755,1693,11,4,18,1,0,1,1,-0.627908239,-0.105803572,118,1693,,,,
1674,1504,0,1.9,1,7,1,25,0.3,152,4,9,395,1853,1788,13,11,13,1,0,1,1,0.333252627,-0.087317641,152,1788,,,,
1675,1945,0,1.2,0,3,0,26,0.7,112,6,5,1064,1540,3322,18,7,20,0,0,1,3,-0.797524863,0.211181493,112,3322,,,,
1676,1630,1,2.8,1,0,1,32,0.9,80,6,1,712,1726,1751,12,10,20,1,0,1,2,-1.702146855,-0.094517424,80,1751,,,,
1677,1125,1,2.7,0,10,0,23,0.4,117,1,14,774,939,1641,14,8,12,1,1,0,1,-0.656177677,-0.115922186,117,1641,,,,
1678,614,1,0.7,0,4,1,51,0.1,178,7,7,1012,1040,2854,10,7,12,1,0,1,2,1.068257996,0.12011396,178,2854,,,,
1679,854,0,1,0,5,1,17,0.9,101,4,9,730,1148,3115,7,0,2,1,0,0,2,-1.108488673,0.170901623,101,3115,,,,
1680,1470,1,1.7,1,6,0,45,0.1,121,1,9,777,1090,3259,10,1,14,1,0,1,3,-0.543099928,0.198922402,121,3259,,,,
1681,1826,1,0.5,1,5,1,49,0.6,172,8,6,973,1633,1612,17,9,17,1,1,0,2,0.898641373,-0.12156526,172,1612,,,,
1682,807,1,0.5,1,0,0,37,0.2,127,4,0,245,829,2319,5,4,4,0,0,0,1,-0.373483304,0.016008982,127,2319,,,,
1683,1996,1,2.8,1,0,1,7,0.1,138,5,4,937,1083,1258,17,14,16,1,0,0,1,-0.062519494,-0.190449675,138,1258,,,,
1684,1083,1,2,0,3,0,41,0.7,158,5,5,937,1164,1543,18,3,10,0,0,1,1,0.502869251,-0.134991883,158,1543,,,,
1685,1035,0,0.5,1,14,1,49,0.3,178,2,15,574,1171,3991,12,4,19,1,0,0,3,1.068257996,0.341361362,178,3991,,,,
1686,1521,1,1.6,0,5,1,62,0.3,143,1,9,678,1630,3555,5,2,19,1,0,0,3,0.078827692,0.25652067,143,3555,,,,
1687,1314,1,2.8,1,13,1,5,1,87,4,18,82,512,3411,17,16,18,1,0,0,3,-1.504260794,0.228499891,87,3411,,,,
1688,535,0,1.9,0,5,0,24,0.2,190,8,19,398,1775,524,9,3,4,0,0,0,0,1.407491243,-0.333277814,190,524,,,,
1689,673,1,1.9,0,13,1,35,0.4,142,6,14,1096,1570,3541,18,17,4,1,0,1,3,0.050558255,0.253796428,142,3541,,,,
